,crypto_candidate,crypto_benchmark,crypto_optimizer,crypto_bench:Comprar y aguantar BTC,"crypto_bench:Pesos iguales, rebalanceo mensual",crypto_bench:Regla de tendencia solo BTC,stocks_candidate,stocks_benchmark,stocks_optimizer,stocks_bench:Comprar y aguantar SPY,"stocks_bench:Pesos iguales, rebalanceo mensual",stocks_bench:60/40 (SPY/IEF),stocks_passive
2015-08-09,,,,,,,1.3878,2.0846,1.2999,2.0846,1.8014,1.8004,1.8004
2015-08-16,,,,,,,1.3872,2.0994,1.2994,2.0994,1.8073,1.8068,1.8068
2015-08-23,,,,,,,1.3749,1.9832,1.2878,1.9832,1.7292,1.7569,1.7569
2015-08-30,,,,,,,1.3349,1.9977,1.2503,1.9977,1.7358,1.7567,1.7567
2015-09-06,,,,,,,1.3371,1.9307,1.2524,1.9307,1.6862,1.7266,1.7266
2015-09-13,,,,,,,1.3246,1.9723,1.2407,1.9723,1.7163,1.7451,1.7451
2015-09-20,,,,,,,1.3229,1.9695,1.2391,1.9695,1.7246,1.7479,1.7479
2015-09-27,,,,,,,1.3173,1.9433,1.2339,1.9433,1.6954,1.7323,1.7323
2015-10-04,,,,,,,1.3346,1.965,1.2501,1.965,1.7177,1.7545,1.7545
2015-10-11,,,,,,,1.3335,2.0288,1.2491,2.0288,1.771,1.7811,1.7811
2015-10-18,,,,,,,1.3383,2.0483,1.2535,2.0483,1.7827,1.7952,1.7952
2015-10-25,,,,,,,1.3384,2.091,1.2536,2.091,1.8055,1.8132,1.8132
2015-11-01,,,,,,,1.3315,2.0953,1.2472,2.0953,1.7976,1.8122,1.8122
2015-11-08,,,,,,,1.3319,2.1165,1.2476,2.1165,1.8005,1.8128,1.8128
2015-11-15,,,,,,,1.3049,2.041,1.2222,2.041,1.7513,1.7771,1.7771
2015-11-22,,,,,,,1.3263,2.1092,1.2423,2.1092,1.8001,1.813,1.813
2015-11-29,,,,,,,1.3252,2.1117,1.2413,2.1117,1.8003,1.8172,1.8172
2015-12-06,,,,,,,1.317,2.1123,1.2336,2.1123,1.7946,1.8145,1.8145
2015-12-13,,,,,,,1.2982,2.0343,1.2159,2.0343,1.7384,1.7828,1.7828
2015-12-20,,,,,,,1.2835,2.0276,1.2022,2.0276,1.7407,1.7758,1.7758
2015-12-27,,,,,,,1.2931,2.0849,1.2112,2.0849,1.7795,1.8031,1.8031
2016-01-03,,,,,,,1.2892,2.0666,1.2075,2.0666,1.7634,1.791,1.791
2016-01-10,,,,,,,1.277,1.9455,1.1961,1.9455,1.6806,1.7399,1.7399
2016-01-17,,,,,,,1.2843,1.9038,1.2029,1.9038,1.6484,1.7245,1.7245
2016-01-24,,,,,,,1.2858,1.9313,1.2043,1.9313,1.6703,1.7377,1.7377
2016-01-31,,,,,,,1.3059,1.9637,1.2232,1.9637,1.6999,1.7629,1.7629
2016-02-07,,,,,,,1.3243,1.9052,1.2405,1.9052,1.6693,1.7385,1.7385
2016-02-14,,,,,,,1.3432,1.8918,1.2581,1.8918,1.656,1.7398,1.7398
2016-02-21,,,,,,,1.347,1.9463,1.2617,1.9463,1.6978,1.7696,1.7696
2016-02-28,,,,,,,1.3457,1.9776,1.2604,1.9776,1.7178,1.7865,1.7865
2016-03-06,,,,,,,1.352,2.0317,1.2663,2.0317,1.7655,1.8098,1.8098
2016-03-13,,,,,,,1.3587,2.0553,1.2727,2.0553,1.7807,1.8185,1.8185
2016-03-20,,,,,,,1.3706,2.0824,1.2838,2.0824,1.8063,1.8395,1.8395
2016-03-27,,,,,,,1.3567,2.0696,1.2708,2.0696,1.7913,1.8314,1.8314
2016-04-03,,,,,,,1.3741,2.1083,1.287,2.1083,1.8243,1.8599,1.8599
2016-04-10,,,,,,,1.3691,2.0837,1.2824,2.0837,1.8064,1.8507,1.8507
2016-04-17,,,,,,,1.3616,2.1171,1.2753,2.1171,1.8328,1.8674,1.8674
2016-04-24,,,,,,,1.3485,2.1292,1.263,2.1292,1.8335,1.867,1.867
2016-05-01,,,,,,,1.349,2.1023,1.2635,2.1023,1.8256,1.8557,1.8557
2016-05-08,,,,,,,1.3396,2.0961,1.2548,2.0961,1.817,1.8558,1.8558
2016-05-15,,,,,,,1.3193,2.0863,1.2358,2.0863,1.8084,1.8533,1.8533
2016-05-22,,,,,,,1.2906,2.0938,1.2089,2.0938,1.8037,1.8496,1.8496
2016-05-29,,,,,,,1.2967,2.1422,1.2146,2.1422,1.8354,1.8764,1.8764
2016-06-05,,,,,,,1.3133,2.1426,1.2301,2.1426,1.8485,1.8857,1.8857
2016-06-12,,,,,,,1.3193,2.1404,1.2358,2.1404,1.8481,1.888,1.888
2016-06-19,,,,,,,1.3172,2.1152,1.2338,2.1152,1.8363,1.8756,1.8756
2016-06-26,,,,,,,1.3031,2.0816,1.2206,2.0816,1.8145,1.8599,1.8599
2016-07-03,,,,,,,1.3365,2.15,1.2518,2.15,1.8743,1.9045,1.9045
2016-07-10,,,,,,,1.343,2.178,1.2579,2.178,1.8939,1.9246,1.9246
2016-07-17,,,,,,,1.3219,2.2105,1.2382,2.2105,1.9126,1.931,1.931
2016-07-24,,,,,,,1.3276,2.225,1.2435,2.225,1.9234,1.9403,1.9403
2016-07-31,,,,,,,1.3141,2.2238,1.2309,2.2238,1.927,1.9455,1.9455
2016-08-07,,,,,,,1.3125,2.2346,1.2294,2.2346,1.9262,1.9452,1.9452
2016-08-14,,,,,,,1.3132,2.2375,1.23,2.2375,1.9374,1.9499,1.9499
2016-08-21,,,,,,,1.3111,2.2383,1.228,2.2383,1.9365,1.9471,1.9471
2016-08-28,,,,,,,1.3062,2.2255,1.2234,2.2255,1.9203,1.9374,1.9374
2016-09-04,,,,,,,1.3116,2.2366,1.2285,2.2366,1.9332,1.9448,1.9448
2016-09-11,,,,,,,1.2857,2.1844,1.2043,2.1844,1.8887,1.9126,1.9126
2016-09-18,,,,,,,1.2916,2.1964,1.2098,2.1964,1.8913,1.9199,1.9199
2016-09-25,,,,,,,1.3024,2.2234,1.2199,2.2234,1.9242,1.9383,1.9383
2016-10-02,,,,,,,1.3,2.2266,1.2177,2.2266,1.922,1.9416,1.9416
2016-10-09,,,,,,,1.2972,2.2136,1.2151,2.2136,1.8994,1.9276,1.9276
2016-10-16,,,,,,,1.2835,2.1938,1.2022,2.1938,1.8844,1.9139,1.9139
2016-10-23,,,,,,,1.2908,2.2027,1.209,2.2027,1.8976,1.9221,1.9221
2016-10-30,,,,,,,1.281,2.1878,1.1998,2.1878,1.8788,1.909,1.909
2016-11-06,,,,,,,1.2508,2.1468,1.1716,2.1468,1.851,1.8905,1.8905
2016-11-13,,,,,,,1.2681,2.2278,1.1878,2.2278,1.8754,1.9144,1.9144
2016-11-20,,,,,,,1.2781,2.2492,1.1972,2.2492,1.8851,1.9155,1.9155
2016-11-27,,,,,,,1.296,2.2803,1.214,2.2803,1.9106,1.9295,1.9295
2016-12-04,,,,,,,1.2882,2.2613,1.2066,2.2613,1.895,1.9194,1.9194
2016-12-11,,,,,,,1.3245,2.3317,1.2406,2.3317,1.9455,1.9513,1.9513
2016-12-18,,,,,,,1.3097,2.3302,1.2267,2.3302,1.9342,1.9437,1.9437
2016-12-25,,,,,,,1.3144,2.3371,1.2312,2.3371,1.9373,1.9507,1.9507
2017-01-01,,,,,,,1.3005,2.3145,1.2182,2.3145,1.9302,1.9453,1.9453
2017-01-08,,,,,,,1.3174,2.3526,1.234,2.3526,1.959,1.9669,1.9669
2017-01-15,,,,,,,1.318,2.351,1.2346,2.351,1.9611,1.9682,1.9682
2017-01-22,,,,,,,1.313,2.3478,1.2299,2.3478,1.9591,1.9624,1.9624
2017-01-29,,,,,,,1.3373,2.3709,1.2526,2.3709,1.979,1.9736,1.9736
2017-02-05,,,,,,,1.3278,2.3747,1.2437,2.3747,1.9836,1.9773,1.9773
2017-02-12,,,,,,,1.3416,2.3972,1.2566,2.3972,2.002,1.9919,1.9919
2017-02-19,,,,,,,1.3673,2.4342,1.2807,2.4342,2.0196,2.0107,2.0107
2017-02-26,,,,,,,1.3728,2.4513,1.2859,2.4513,2.0345,2.0259,2.0259
2017-03-05,,,,,,,1.3841,2.4687,1.2965,2.4687,2.0385,2.025,2.025
2017-03-12,,,,,,,1.3811,2.4612,1.2936,2.4612,2.0215,2.0169,2.0169
2017-03-19,,,,,,,1.3856,2.465,1.2978,2.465,2.0423,2.0243,2.0243
2017-03-26,,,,,,,1.3693,2.432,1.2826,2.432,2.0305,2.0127,2.0127
2017-04-02,,,,,,,1.3814,2.4516,1.2939,2.4516,2.0422,2.0236,2.0236
2017-04-09,,,,,,,1.373,2.446,1.286,2.446,2.0408,2.022,2.022
2017-04-16,,,,,,,1.3587,2.418,1.2726,2.418,2.0287,2.0172,2.0172
2017-04-23,,,,,,,1.3727,2.4396,1.2858,2.4396,2.0469,2.0281,2.0281
2017-04-30,,,,,,,1.3984,2.4759,1.3098,2.4759,2.0681,2.0445,2.0445
2017-05-07,,,,,,,1.4088,2.4928,1.3195,2.4928,2.0751,2.0499,2.0499
2017-05-14,,,,,,,1.4108,2.4853,1.3215,2.4853,2.0716,2.0475,2.0475
2017-05-21,,,,,,,1.3987,2.4783,1.3102,2.4783,2.0727,2.0502,2.0502
2017-05-28,,,,,,,1.4229,2.5137,1.3328,2.5137,2.0985,2.068,2.068
2017-06-04,,,,,,,1.4453,2.5393,1.3537,2.5393,2.1203,2.0865,2.0865
2017-06-11,,,,,,,1.423,2.5314,1.3328,2.5314,2.1134,2.0802,2.0802
2017-06-18,,,,,,,1.425,2.5356,1.3348,2.5356,2.1173,2.0857,2.0857
2017-06-25,,,,,,,1.4266,2.5408,1.3362,2.5408,2.1212,2.0889,2.0889
2017-07-02,,,,,,,1.4105,2.5269,1.3212,2.5269,2.1063,2.0732,2.0732
2017-07-09,,,,,,,1.4102,2.5301,1.3208,2.5301,2.1014,2.0699,2.0699
2017-07-16,,,,,,,1.4446,2.5662,1.3532,2.5662,2.137,2.093,2.093
2017-07-23,,,,,,,1.4513,2.58,1.3593,2.58,2.1514,2.1055,2.1055
2017-07-30,,,,,,,1.4443,2.5803,1.3528,2.5803,2.1489,2.1033,2.1033
2017-08-06,,,,,,,1.4472,2.5855,1.3556,2.5855,2.1495,2.108,2.108
2017-08-13,,,,,,,1.4266,2.5511,1.3362,2.5511,2.1248,2.0948,2.0948
2017-08-20,,,,,,,1.4237,2.5364,1.3335,2.5364,2.1202,2.0874,2.0874
2017-08-27,,,,,,,1.4387,2.5557,1.3476,2.5557,2.1388,2.0991,2.0991
2017-09-03,,,,,,,1.4306,2.59,1.34,2.59,2.1637,2.1175,2.1175
2017-09-10,,,,,,,1.425,2.5768,1.3348,2.5768,2.1602,2.1172,2.1172
2017-09-17,,,,,,,1.4121,2.617,1.3227,2.617,2.1827,2.1309,2.1309
2017-09-24,,,,,,,1.4124,2.6196,1.3229,2.6196,2.1779,2.1272,2.1272
2017-10-01,,,,,,,1.4172,2.6384,1.3274,2.6384,2.186,2.1334,2.1334
2017-10-08,,,,,,,1.4334,2.6714,1.3426,2.6714,2.2038,2.1486,2.1486
2017-10-15,,,,,,,1.4424,2.6775,1.351,2.6775,2.2152,2.1572,2.1572
2017-10-22,,,,,,,1.4518,2.7002,1.3598,2.7002,2.2193,2.1628,2.1628
2017-10-29,,,,,,,1.4538,2.7065,1.3617,2.7065,2.2164,2.1647,2.1647
2017-11-05,,,,,,,1.46,2.7143,1.3675,2.7143,2.2217,2.1737,2.1737
2017-11-12,,,,,,,1.4555,2.7105,1.3633,2.7105,2.2185,2.1678,2.1678
2017-11-19,,,,,,,1.4491,2.7081,1.3574,2.7081,2.2247,2.1691,2.1691
2017-11-26,,,,,,,1.4627,2.7343,1.3701,2.7343,2.2463,2.1833,2.1833
2017-12-03,,,,,,,1.4622,2.7774,1.3696,2.7774,2.2613,2.2041,2.2041
2017-12-10,,,,,,,1.4657,2.7884,1.3729,2.7884,2.2623,2.2096,2.2096
2017-12-17,,,,,,,1.4755,2.8132,1.3821,2.8132,2.2758,2.2238,2.2238
2017-12-24,,,,,,,1.4854,2.8238,1.3913,2.8238,2.2781,2.2211,2.2211
2017-12-31,,,,,,,1.4825,2.8169,1.3886,2.8169,2.2836,2.2223,2.2223
2018-01-07,,,,,,,1.5297,2.8862,1.4328,2.8862,2.3228,2.2516,2.2516
2018-01-14,,,,,,,1.5604,2.9337,1.4616,2.9337,2.346,2.2693,2.2693
2018-01-21,,,,,,,1.5671,2.9599,1.4678,2.9599,2.3585,2.2752,2.2752
2018-01-28,,,,,,,1.597,3.0251,1.4958,3.0251,2.3979,2.3059,2.3059
2018-02-04,,,,,,,1.5413,2.9076,1.4437,2.9076,2.3169,2.2386,2.2386
2018-02-11,,,,,,,1.4154,2.7603,1.3255,2.7603,2.2225,2.1687,2.1687
2018-02-18,,,,,,,1.4574,2.8829,1.366,2.8829,2.3013,2.2251,2.2251
2018-02-25,,,,,,,1.4622,2.8998,1.3704,2.8998,2.3076,2.2341,2.2341
2018-03-04,,,,,,,1.4425,2.8404,1.3519,2.8404,2.2641,2.2068,2.2068
2018-03-11,,,,,,,1.4722,2.9437,1.3798,2.9437,2.3263,2.2545,2.2545
2018-03-18,,,,,,,1.4614,2.906,1.3697,2.906,2.3075,2.2404,2.2404
2018-03-25,,,,,,,1.431,2.7348,1.3412,2.7348,2.2164,2.162,2.162
2018-04-01,,,,,,,1.4083,2.7889,1.319,2.7889,2.2564,2.1918,2.1918
2018-04-08,,,,,,,1.3916,2.7525,1.3023,2.7525,2.2356,2.1737,2.1737
2018-04-15,,,,,,,1.4108,2.8101,1.3225,2.8101,2.2671,2.1982,2.1982
2018-04-22,,,,,,,1.4081,2.8256,1.32,2.8256,2.2722,2.197,2.197
2018-04-29,,,,,,,1.4024,2.825,1.3145,2.825,2.2711,2.1969,2.1969
2018-05-06,,,,,,,1.4031,2.8193,1.3156,2.8193,2.2613,2.1962,2.1962
2018-05-13,,,,,,,1.4195,2.8917,1.3328,2.8917,2.2958,2.2286,2.2286
2018-05-20,,,,,,,1.4271,2.8756,1.3399,2.8756,2.2818,2.2154,2.2154
2018-05-27,,,,,,,1.421,2.8843,1.335,2.8843,2.2915,2.2292,2.2292
2018-06-03,,,,,,,1.4282,2.8996,1.3428,2.8996,2.2989,2.2385,2.2385
2018-06-10,,,,,,,1.4366,2.9483,1.3505,2.9483,2.3219,2.2597,2.2597
2018-06-17,,,,,,,1.4355,2.9502,1.3495,2.9502,2.3236,2.2616,2.2616
2018-06-24,,,,,,,1.4309,2.9248,1.3452,2.9248,2.3122,2.2519,2.2519
2018-07-01,,,,,,,1.4146,2.888,1.3305,2.888,2.2951,2.2378,2.2378
2018-07-08,,,,,,,1.4311,2.932,1.3468,2.932,2.3287,2.2612,2.2612
2018-07-15,,,,,,,1.4263,2.9764,1.3431,2.9764,2.3451,2.2823,2.2823
2018-07-22,,,,,,,1.4191,2.9774,1.3359,2.9774,2.3434,2.2794,2.2794
2018-07-29,,,,,,,1.4048,2.9959,1.3218,2.9959,2.3535,2.2844,2.2844
2018-08-05,,,,,,,1.4145,3.0191,1.3312,3.0191,2.3646,2.2967,2.2967
2018-08-12,,,,,,,1.4113,3.0144,1.3281,3.0144,2.3524,2.3,2.3
2018-08-19,,,,,,,1.419,3.0347,1.3354,3.0347,2.3639,2.3107,2.3107
2018-08-26,,,,,,,1.4204,3.0607,1.3367,3.0607,2.3845,2.3264,2.3264
2018-09-02,,,,,,,1.4316,3.0905,1.3472,3.0905,2.3945,2.3381,2.3381
2018-09-09,,,,,,,1.4189,3.0617,1.3353,3.0617,2.3717,2.3202,2.3202
2018-09-16,,,,,,,1.4303,3.0966,1.346,3.0966,2.3938,2.3335,2.3335
2018-09-23,,,,,,,1.4312,3.1225,1.3468,3.1225,2.4089,2.3413,2.3413
2018-09-30,,,,,,,1.4334,3.1089,1.3489,3.1089,2.3931,2.3363,2.3363
2018-10-07,,,,,,,1.4113,3.0779,1.3281,3.0779,2.3583,2.311,2.311
2018-10-14,,,,,,,1.3509,2.951,1.2713,2.951,2.2836,2.2556,2.2556
2018-10-21,,,,,,,1.3733,2.9542,1.2924,2.9542,2.2841,2.2556,2.2556
2018-10-28,,,,,,,1.327,2.8374,1.2488,2.8374,2.2178,2.209,2.209
2018-11-04,,,,,,,1.329,2.9076,1.2507,2.9076,2.2624,2.2341,2.2341
2018-11-11,,,,,,,1.3638,2.9703,1.2834,2.9703,2.2921,2.2656,2.2656
2018-11-18,,,,,,,1.3573,2.9272,1.2773,2.9272,2.2746,2.2535,2.2535
2018-11-25,,,,,,,1.341,2.8152,1.2619,2.8152,2.2163,2.2018,2.2018
2018-12-02,,,,,,,1.3715,2.9478,1.2907,2.9478,2.2883,2.2687,2.2687
2018-12-09,,,,,,,1.3595,2.8186,1.2794,2.8186,2.2204,2.2181,2.2181
2018-12-16,,,,,,,1.3494,2.7854,1.2698,2.7854,2.1995,2.2002,2.2002
2018-12-23,,,,,,,1.354,2.589,1.2742,2.589,2.091,2.1145,2.1145
2018-12-30,,,,,,,1.36,2.6649,1.2799,2.6649,2.1312,2.1556,2.1556
2019-01-06,,,,,,,1.3682,2.7148,1.2876,2.7148,2.1642,2.1843,2.1843
2019-01-13,,,,,,,1.363,2.7857,1.2826,2.7857,2.2136,2.2159,2.2159
2019-01-20,,,,,,,1.355,2.8661,1.2751,2.8661,2.2556,2.2478,2.2478
2019-01-27,,,,,,,1.3636,2.8588,1.2832,2.8588,2.2561,2.2477,2.2477
2019-02-03,,,,,,,1.3778,2.9048,1.2966,2.9048,2.2875,2.2738,2.2738
2019-02-10,,,,,,,1.3873,2.9093,1.3055,2.9093,2.2927,2.2802,2.2802
2019-02-17,,,,,,,1.3887,2.9835,1.3069,2.9835,2.3362,2.314,2.314
2019-02-24,,,,,,,1.3929,3.0025,1.3108,3.0025,2.354,2.3244,2.3244
2019-03-03,,,,,,,1.3737,3.0163,1.2927,3.0163,2.3493,2.3238,2.3238
2019-03-10,,,,,,,1.3797,2.9522,1.2984,2.9522,2.3116,2.3034,2.3034
2019-03-17,,,,,,,1.3903,3.0392,1.3083,3.0392,2.3599,2.3477,2.3477
2019-03-24,,,,,,,1.3899,3.0169,1.308,3.0169,2.3474,2.348,2.348
2019-03-31,,,,,,,1.398,3.0518,1.3156,3.0518,2.3754,2.3674,2.3674
2019-04-07,,,,,,,1.3899,3.1176,1.308,3.1176,2.416,2.3923,2.3923
2019-04-14,,,,,,,1.3878,3.1348,1.306,3.1348,2.4213,2.3965,2.3965
2019-04-21,,,,,,,1.3841,3.1333,1.3025,3.1333,2.4164,2.3962,2.3962
2019-04-28,,,,,,,1.3872,3.1699,1.3054,3.1699,2.4301,2.4187,2.4187
2019-05-05,,,,,,,1.3846,3.1766,1.303,3.1766,2.4392,2.42,2.42
2019-05-12,,,,,,,1.3598,3.1125,1.2797,3.1125,2.3961,2.3951,2.3951
2019-05-19,,,,,,,1.3559,3.0881,1.276,3.0881,2.3777,2.3888,2.3888
2019-05-26,,,,,,,1.3656,3.0551,1.2851,3.0551,2.3619,2.3787,2.3787
2019-06-02,,,,,,,1.3694,2.9739,1.2887,2.9739,2.3223,2.3535,2.3535
2019-06-09,,,,,,,1.3877,3.1077,1.3059,3.1077,2.4033,2.4216,2.4216
2019-06-16,,,,,,,1.3886,3.1251,1.3067,3.1251,2.4135,2.4306,2.4306
2019-06-23,,,,,,,1.3952,3.1917,1.3129,3.1917,2.457,2.4642,2.4642
2019-06-30,,,,,,,1.3945,3.1809,1.3123,3.1809,2.4529,2.4632,2.4632
2019-07-07,,,,,,,1.4015,3.2401,1.3189,3.2401,2.4795,2.4892,2.4892
2019-07-14,,,,,,,1.4064,3.2639,1.3235,3.2639,2.4855,2.4958,2.4958
2019-07-21,,,,,,,1.3984,3.2261,1.316,3.2261,2.4665,2.4828,2.4828
2019-07-28,,,,,,,1.4037,3.2787,1.321,3.2787,2.486,2.5062,2.5062
2019-08-04,,,,,,,1.396,3.1767,1.3138,3.1767,2.4353,2.4744,2.4744
2019-08-11,,,,,,,1.4187,3.1659,1.3351,3.1659,2.4356,2.4778,2.4778
2019-08-18,,,,,,,1.4418,3.1358,1.3569,3.1358,2.4234,2.4764,2.4764
2019-08-25,,,,,,,1.444,3.0924,1.3589,3.0924,2.3995,2.4573,2.4573
2019-09-01,,,,,,,1.4541,3.1749,1.3684,3.1749,2.4526,2.4984,2.4984
2019-09-08,,,,,,,1.452,3.2357,1.3664,3.2357,2.4843,2.5236,2.5236
2019-09-15,,,,,,,1.4228,3.2687,1.339,3.2687,2.504,2.514,2.514
2019-09-22,,,,,,,1.4295,3.2531,1.3453,3.2531,2.5022,2.5197,2.5197
2019-09-29,,,,,,,1.4311,3.2217,1.3467,3.2217,2.4835,2.5081,2.5081
2019-10-06,,,,,,,1.4364,3.2103,1.3517,3.2103,2.4781,2.5166,2.5166
2019-10-13,,,,,,,1.4098,3.2313,1.3267,3.2313,2.4863,2.5099,2.5099
2019-10-20,,,,,,,1.4155,3.2498,1.3321,3.2498,2.4987,2.5191,2.5191
2019-10-27,,,,,,,1.4149,3.2894,1.3315,3.2894,2.5228,2.5347,2.5347
2019-11-03,,,,,,,1.4171,3.3389,1.3336,3.3389,2.552,2.5644,2.5644
2019-11-10,,,,,,,1.4041,3.3694,1.3214,3.3694,2.5515,2.5624,2.5624
2019-11-17,,,,,,,1.4089,3.4005,1.3258,3.4005,2.5674,2.5854,2.5854
2019-11-24,,,,,,,1.4054,3.3914,1.3226,3.3914,2.5597,2.5855,2.5855
2019-12-01,,,,,,,1.4216,3.428,1.3379,3.428,2.5793,2.6018,2.6018
2019-12-08,,,,,,,1.4245,3.4341,1.3406,3.4341,2.5811,2.6009,2.6009
2019-12-15,,,,,,,1.4365,3.4608,1.3518,3.4608,2.6007,2.6152,2.6152
2019-12-22,,,,,,,1.4559,3.5152,1.3701,3.5152,2.6343,2.6347,2.6347
2019-12-29,,,,,,,1.4634,3.5385,1.3771,3.5385,2.6475,2.6493,2.6493
2020-01-05,,,,,,,1.4593,3.5336,1.3733,3.5336,2.6458,2.6538,2.6538
2020-01-12,,,,,,,1.4731,3.5698,1.3863,3.5698,2.6594,2.6691,2.6691
2020-01-19,,,,,,,1.5056,3.6382,1.4169,3.6382,2.705,2.7019,2.7019
2020-01-26,,,,,,,1.497,3.6033,1.4087,3.6033,2.685,2.6954,2.6954
2020-02-02,,,,,,,1.473,3.5262,1.3861,3.5262,2.6398,2.6728,2.6728
2020-02-09,,,,,,,1.4913,3.6409,1.4034,3.6409,2.6972,2.7218,2.7218
2020-02-16,,,,,,,1.5164,3.7001,1.427,3.7001,2.7382,2.7502,2.7502
2020-02-23,,,,,,,1.4983,3.6549,1.4099,3.6549,2.7203,2.7371,2.7371
2020-03-01,,,,,,,1.4379,3.247,1.3531,3.247,2.4696,2.57,2.57
2020-03-08,,,,,,,1.4923,3.2602,1.4044,3.2602,2.5058,2.6051,2.6051
2020-03-15,,,,,,,1.3974,2.9517,1.3151,2.9517,2.2588,2.432,2.432
2020-03-22,,,,,,,1.4208,2.5224,1.3371,2.5224,1.9885,2.2399,2.2399
2020-03-29,,,,,,,1.4494,2.7938,1.3639,2.7938,2.1716,2.3968,2.3968
2020-04-05,,,,,,,1.4535,2.7362,1.3678,2.7362,2.1201,2.3749,2.3749
2020-04-12,,,,,,,1.4587,3.067,1.3727,3.067,2.3312,2.5415,2.5415
2020-04-19,,,,,,,1.4771,3.16,1.39,3.16,2.3676,2.5965,2.5965
2020-04-26,,,,,,,1.487,3.1196,1.3994,3.1196,2.3411,2.5782,2.5782
2020-05-03,,,,,,,1.4748,3.1176,1.3879,3.1176,2.3366,2.5749,2.5749
2020-05-10,,,,,,,1.4801,3.224,1.3928,3.224,2.3975,2.6295,2.6295
2020-05-17,,,,,,,1.4854,3.1561,1.3978,3.1561,2.3439,2.597,2.597
2020-05-24,,,,,,,1.487,3.2571,1.3994,3.2571,2.4136,2.6496,2.6496
2020-05-31,,,,,,,1.4879,3.355,1.4002,3.355,2.4829,2.6995,2.6995
2020-06-07,,,,,,,1.4833,3.5205,1.3958,3.5205,2.5946,2.7619,2.7619
2020-06-14,,,,,,,1.4782,3.3537,1.3911,3.3537,2.4924,2.6951,2.6951
2020-06-21,,,,,,,1.4873,3.4176,1.3997,3.4176,2.5229,2.7275,2.7275
2020-06-28,,,,,,,1.4901,3.3224,1.4023,3.3224,2.4708,2.685,2.685
2020-07-05,,,,,,,1.5019,3.4573,1.4134,3.4573,2.5515,2.7493,2.7493
2020-07-12,,,,,,,1.5227,3.5167,1.4329,3.5167,2.5743,2.7796,2.7796
2020-07-19,,,,,,,1.5178,3.5624,1.4283,3.5624,2.6176,2.803,2.803
2020-07-26,,,,,,,1.5407,3.5531,1.4499,3.5531,2.6233,2.8013,2.8013
2020-08-02,,,,,,,1.5659,3.6155,1.4736,3.6155,2.6507,2.8356,2.8356
2020-08-09,,,,,,,1.5825,3.7047,1.4893,3.7047,2.7082,2.8774,2.8774
2020-08-16,,,,,,,1.5598,3.7298,1.4678,3.7298,2.7192,2.8799,2.8799
2020-08-23,,,,,,,1.5814,3.759,1.4882,3.759,2.723,2.9002,2.9002
2020-08-30,,,,,,,1.6058,3.882,1.5112,3.882,2.7763,2.9534,2.9534
2020-09-06,,,,,,,1.577,3.7933,1.4841,3.7933,2.7343,2.9119,2.9119
2020-09-13,,,,,,,1.5645,3.699,1.4723,3.699,2.6975,2.8709,2.8709
2020-09-20,,,,,,,1.5652,3.6759,1.473,3.6759,2.6993,2.8569,2.8569
2020-09-27,,,,,,,1.5447,3.6546,1.4536,3.6546,2.6644,2.8499,2.8499
2020-10-04,,,,,,,1.5542,3.7114,1.4626,3.7114,2.7111,2.8747,2.8747
2020-10-11,,,,,,,1.5936,3.856,1.4997,3.856,2.8013,2.939,2.939
2020-10-18,,,,,,,1.5883,3.8609,1.4947,3.8609,2.8002,2.9435,2.9435
2020-10-25,,,,,,,1.5893,3.8441,1.4956,3.8441,2.7936,2.9276,2.9276
2020-11-01,,,,,,,1.524,3.6302,1.4342,3.6302,2.6663,2.821,2.821
2020-11-08,,,,,,,1.5776,3.8928,1.4847,3.8928,2.8203,2.953,2.953
2020-11-15,,,,,,,1.5896,3.9811,1.4959,3.9811,2.8882,2.9913,2.9913
2020-11-22,,,,,,,1.606,3.9503,1.5113,3.9503,2.8894,2.9809,2.9809
2020-11-29,,,,,,,1.6247,4.043,1.5289,4.043,2.9392,3.0257,3.0257
2020-12-06,,,,,,,1.637,4.1117,1.5405,4.1117,2.9704,3.0473,3.0473
2020-12-13,,,,,,,1.6367,4.0723,1.5402,4.0723,2.9556,3.0381,3.0381
2020-12-20,,,,,,,1.6575,4.1218,1.5598,4.1218,2.9914,3.0554,3.0554
2020-12-27,,,,,,,1.6475,4.1198,1.5504,4.1198,2.9877,3.0565,3.0565
2021-01-03,1.0969,1.1466,1.2208,1.1466,1.1288,1.1466,1.6571,4.1742,1.5594,4.1742,3.0169,3.0824,3.0824
2021-01-10,1.1929,1.3207,1.4671,1.3207,1.448,1.3207,1.7018,4.2566,1.6015,4.2566,3.0782,3.1019,3.1019
2021-01-17,1.1804,1.2428,1.4437,1.2428,1.4325,1.2428,1.6977,4.1946,1.5977,4.1946,3.0579,3.0763,3.0763
2021-01-24,1.1731,1.11,1.432,1.11,1.3717,1.1372,1.6969,4.2747,1.5969,4.2747,3.0909,3.1134,3.1134
2021-01-31,1.1888,1.1425,1.5217,1.1425,1.4553,1.1615,1.6517,4.1317,1.5544,4.1317,2.9984,3.0501,3.0501
2021-02-07,1.3872,1.3439,1.8293,1.3439,1.8658,1.3401,1.708,4.3286,1.6073,4.3286,3.1132,3.1307,3.1307
